Product Name,Product Subheading,Recommended Skin Type,Details,Ingredients,Item Link
BY ALL GREENS™,"Foaming deep cleansing mask with Green Tea, Spirulina and Spinach","Dry, Normal, Oily","It's more than just a mask! This creamy clay mask transforms into a self-activating foam cleanser. The clay mask unclogs pores to detoxify. The foam gently yet deeply cleanses. All without stripping skin. Rich in antioxidants, vitamins and minerals, it's packed with nutrient-rich Spirulina, Spinach and Green Tea—all known for their detox power. Plus Coconut derived cleansers and Kaolin Clay help remove skin-damaging dirt, pollution and pesky pore-cloggers. So skin gets its deepest, purest clean. Feels cool, clear and totally refreshed.

Suggested Usage: Use 3 times per week.","Ingredients: Water\Aqua\Eau , Disodium Cocoamphodiacetate , Kaolin , Acrylates Copolymer , Citric Acid , Algae Extract , Isopentane , Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Citrus Limon (Lemon) Peel Oil*, Citrus Aurantium Dulcis (Orange) Oil*, Cinnamomum Camphora (Camphor) Bark Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Magnolia Acuminata Flower Extract, Iris Pallida Root Extract, Rosa Damascena Extract, Citral, Linalool, Limonene , Brassica Oleracea Italica (Broccoli) Extract , Spinacia Oleracea (Spinach) Leaf Extract , Vaccinium Angustifolium (Blueberry) Fruit Extract , Spirulina Platensis (Algae) Powder , Camellia Sinensis (White Tea) Leaf Extract , Camellia Sinensis (Green Tea) Leaf Extract , Daucus Carota Sativa (Carrot) Root Extract , Glycerin , Sodium Hyaluronate , Ethylhexylglycerin , Caprylyl Glycol , Tocopheryl Acetate , Isobutane , Disodium Edta , Bht , Phenoxyethanol , Chromium Oxide Greens (Ci 77288) * Essential Oil <ILNILN42284> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/40232/skincare/treat/face-masks/by-all-greens/foaming-deep-cleansing-mask-with-green-tea-spirulina-and-spinach
GINZING™,Peel-off mask to refine and refresh,"Normal, Oily","Get mask a-peel in mere minutes. This refreshing peel-off mask is fortified with Coffee Beans, Panax Ginseng and our gentle Fruit Acid Complex. It helps lift away dull, dead skin plus dirt and debris to leave you looking clear and radiant. All while refining pores, too. Skin looks smooth, feels totally refreshed. Pores snap back in to shape! It's easy to use. Just apply an even layer to clean, dry skin.
Avoid your eye area, brows and hairline.
Let it dry.
Then smile to loosen and gently peel off to reveal your newly radiant skin.","Ingredients: Water\Aqua\Eau , Alcohol Denat. , Polyvinyl Alcohol , Zea Mays (Corn) Starch , Silica , Hexylene Glycol , Citrus Limon (Lemon) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Limonene, Linalool, Citral , Panax Ginseng (Ginseng) Root Extract , Pyrus Malus (Apple) Fruit Extract , Algae Extract , Camellia Sinensis (Green Tea) Leaf Extract , Citrus Aurantium Dulcis (Orange) Fruit Extract , Citrus Limon (Lemon) Peel Extract , Saccharum Officinarum (Sugar Cane) Extract\Extrait De Canne À Sucre , Isoceteth-20 , Caffeine , Xanthan Gum , Aminomethyl Propanol , Carbomer , Phenoxyethanol , Mica , Iron Oxides (Ci 77491) , Titanium Dioxide (Ci 77891) * Essential Oil <ILNILN42421> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/40235/skincare/treat/face-masks/ginzing/peel-off-mask-to-refine-and-refresh
DR. ANDREW WEIL FOR ORIGINS™,Mega-Bright Dark Spot Correcting Night Mask,"Dry, Normal, Oily","This mega-hydrating mask with skin-brightening Rosa roxburghii, Molasses & Vitamin C plus smoothing Chestnut Seed Extract restores translucency & diminishes the appearance of dark spots while you sleep. Skin awakens radiant & refreshed.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Isostearyl Palmitate , Cetyl Ricinoleate , Squalane , Dimethicone , Glyceryl Stearate , Glycerin , Ascorbyl Glucoside , Peg-100 Stearate , Cetyl Alcohol , Stearic Acid , Citrus Aurantium Dulcis (Orange) Peel Oil*, Pelargonium Graveolens Flower Oil*, Cananga Odorata Flower Oil*, Eugenia Caryophyllus (Clove) Bud Oil*, Rosa Damascena Flower Oil*, Jasminum Officinale (Jasmine) Oil*, Viola Odorata Flower/Leaf Extract, Polianthes Tuberosa Extract, Citronellol, Geraniol, Benzyl Benzoate , Hypnea Musciformis (Algae) Extract , Jasminum Officinale (Jasmine) Flower Wax , Gellidiela Acerosa (Algae) Extract , Cucumis Sativus (Cucumber) Fruit Extract , Gentiana Lutea (Gentian) Root Extract , Triticum Vulgare (Wheat) Germ Extract , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Prunus Mume Fruit Extract , Vitis Vinifera (Grape) Fruit Extract , Morus Nigra (Mulberry) Root Extract , Paeonia Albiflora (Peony) Root Extract , Molasses Extract\Saccharum Officinarum\Extrait De Mélasse , Castanea Sativa (Chestnut) Seed Extract , Scutellaria Baicalensis Root Extract , Perilla Ocymoides Leaf Extract , Hydrolyzed Rice Bran Extract , Rosa Roxburghii Fruit Extract , Salicylic Acid , Astrocaryum Murumuru Seed Butter , Phospholipids , Cholesterol , Glucosamine Hcl , Arginine , Ethylhexylglycerin , Sodium Hyaluronate , Dipotassium Glycyrrhizate , Trehalose , Tromethamine , Polysilicone-11 , Carbomer , Caprylyl Glycol , Tocopheryl Acetate , Hexylene Glycol , Sodium Hydroxide , Sodium Phytate , Phenoxyethanol * Essential Oil <ILNILN40983> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/40850/skincare/treat/face-masks/dr-andrew-weil-for-origins/mega-bright-dark-spot-correcting-night-mask
PLANTSCRIPTION™,Powerful Lifting Overnight Mask,"Dry, Normal, Oily","Luxurious, fast-absorbing gel-cream mask. Formulated with potent Anogeissus and Commiphora, plus our new patent-pending lifting complex with Red Algae and Sweet Almond Extract, it pampers as it helps visibly plump, lift and firm. Overnight, a more youthful structure is restored. Skin wakes looking tighter, feeling fuller and firmer.","Ingredients: Water\Aqua\Eau , Dimethicone , Isododecane , Glycerin , Bis-Peg-18 Methyl Ether Dimethyl Silane , Peg-10 Dimethicone , Butylene Glycol , Pentylene Glycol , Disteardimonium Hectorite , Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral , Commiphora Mukul Resin Extract , Peucedanum Graveolens (Dill) Extract , Bambusa Vulgaris (Bamboo) Extract , Sucrose** , Rubus Idaeus (Raspberry) Leaf Extract , Helianthus Annuus (Sunflower) Seed Extract , Triticum Vulgare (Wheat) Germ Extract , Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract , Pisum Sativum (Pea) Extract , Algae Extract , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Anogeissus Leiocarpus Bark Extract , Porphyridium Cruentum Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Caffeine , Acetyl Hexapeptide-8 , Sorbitol , Laminaria Digitata Extract , Sodium Hyaluronate , Pullulan , Tocopheryl Acetate , Glucosamine Hcl , Squalane , Caprylic/Capric Triglyceride , Hydroxypropyl Methylcellulose , Polysilicone-11 , Propylene Carbonate , Polyethylene , Peg-6 , Peg-32 , Citric Acid , Sodium Citrate , Sodium Dehydroacetate , Disodium Edta , Bht , Phenoxyethanol * Essential Oil** Organic Sucrose (Brown Sugar) <ILNILN41993> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/39515/skincare/treat/face-masks/plantscription/powerful-lifting-overnight-mask
MASKIMIZER™,Skin-Optimizing Mask Primer,"Dry, Normal, Oily","Take masking to the max! Priming mist with Marine Algae Complex helps hydrate, soften and optimize skin's condition so it's fully prepped to enhance your mask experience. Just a quick spritz gets skin primed. Ready to reach its most flawless potential.
How to use:
Hold bottle 10""-12"" from face. Spray over clean skin. Lightly pat in. Apply mask. Close eyes before spraying and avoid getting in eyes.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Glycerin , Ectoin , Gellidiela Acerosa (Algae) Extract , Camellia Sinensis (Green Tea) Leaf Extract , Chamomilla Recutita (Matricaria) Extract , Hypnea Musciformis (Algae) Extract , Chamomilla Recutita (Matricaria) Flower Oil* , Cucumis Sativus (Cucumber) Fruit Extract , Caffeine , Trehalose , Sodium Pca , Urea , Tocopheryl Acetate , Panthenol , Sodium Hyaluronate , Peg-40 Hydrogenated Castor Oil , Ppg-26-Buteth-26 , Caprylyl Glycol , Polyquaternium-51 , Hexylene Glycol , Disodium Edta , Phenoxyethanol * Essential Oil <ILNILN41967> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/39902/skincare/treat/face-masks/maskimizer/skin-optimizing-mask-primer
FLOWER FUSION™,Orange Radiance-Boosting Sheet Mask,"Dry, Normal, Oily","Our Orange Flower-infused sheet mask instantly boosts radiance to restore a healthy glow. Made of 100% Bamboo, this super soft mask is fortified with flower wax, a byproduct of essential oil distillation with excellent emollient properties. That makes it great for moisturizing skin. Plus, the crisp, citrusy scent of Orange Flower invigorates the senses and lifts your spirits.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Methyl Gluceth-20 , Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Pogostemon Cablin Oil*, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Triethyl Citrate, Limonene, Linalool , Citrus Aurantium Amara (Bitter Orange) Flower Wax , Hypnea Musciformis (Algae) Extract , Gelidiella Acerosa Extract , Caffeine , Olea Europaea (Olive) Fruit Oil , Dimethicone , Squalane , Arginine , Peg-60 Hydrogenated Castor Oil , Caprylyl Glycol , Trehalose , Sodium Hyaluronate , Carbomer , Hexylene Glycol , Octyldodecanol , Disodium Edta , Potassium Sorbate , Phenoxyethanol * Essential Oil <ILNILN43032> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/43703/skincare/treat/face-masks/flower-fusion/orange-radiance-boosting-sheet-mask
FLOWER FUSION™,Rose Hydrating Sheet Mask,"Dry, Normal, Oily","Our Rose-infused sheet mask instantly boosts moisture to leave skin happily hydrated. Made of 100% Bamboo, this super soft mask is fortified with flower wax, a byproduct of essential oil distillation with excellent emollient properties. That makes it great for moisturizing skin. Plus, the intoxicating aroma of Rose fills you with the feeling of romance.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Methyl Gluceth-20 , Pelargonium Graveolens Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Rosa Damascena Flower Oil*, Cananga Odorata Flower Oil*, Triethly Citrate, Citronellol, Linalool , Rosa Centifolia Flower Wax , Rosa Damascena Flower Wax , Hypnea Musciformis (Algae) Extract , Gelidiella Acerosa Extract , Caffeine , Olea Europaea (Olive) Fruit Oil , Dimethicone , Squalane , Arginine , Peg-60 Hydrogenated Castor Oil , Caprylyl Glycol , Trehalose , Sodium Hyaluronate , Carbomer , Hexylene Glycol , Octyldodecanol , Potassium Sorbate , Disodium Edta , Phenoxyethanol * Essential Oil <ILNILN43104> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/43708/skincare/treat/face-masks/flower-fusion/rose-hydrating-sheet-mask
FLOWER FUSION™,Jasmine Softening Sheet Mask,"Dry, Normal, Oily","Our Jasmine-infused sheet mask instantly softens skin for a silky smooth look and feel. Made of 100% Bamboo, this super soft mask is fortified with flower wax, a byproduct of essential oil distillation with excellent emollient properties. That makes it great for moisturizing skin. Plus, the exotic, sensuous aroma of Jasmine induces feelings of love and warmth.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Methyl Gluceth-20 , Cananga Odorata Flower Oil*, Coriandrum Sativum (Coriander) Fruit Oil*, Rosa Damascena Flower Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Michelia Alba Flower Oil*, Ricinus Communis (Castor) Seed Oil, Linalool , Jasminum Officinale (Jasmine) Flower Wax , Hypnea Musciformis (Algae) Extract , Gelidiella Acerosa Extract , Caffeine , Olea Europaea (Olive) Fruit Oil , Dimethicone , Squalane , Arginine , Peg-60 Hydrogenated Castor Oil , Caprylyl Glycol , Trehalose , Sodium Hyaluronate , Carbomer , Hexylene Glycol , Octyldodecanol , Disodium Edta , Potassium Sorbate , Phenoxyethanol * Essential Oil <ILNILN43089> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/43704/skincare/treat/face-masks/flower-fusion/jasmine-softening-sheet-mask
FLOWER FUSION™,Raspberry Refreshing Sheet Mask,"Dry, Normal, Oily","Our Raspberry Flower-infused sheet mask instantly refreshes to revitalize skin. Made of 100% Bamboo, this super soft mask is fortified with flower wax, a byproduct of essential oil distillation with excellent emollient properties. That makes it great for moisturizing skin. Plus, the bright, fruity fragrance of Raspberry Flower is a major mood-booster to perk you up pronto.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Methyl Gluceth-20 , Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Cymbopogon Martini Oil*, Ocimum Basilicum (Basil) Oil*, Ribes Nigrum (Black Currant) Seed Oil*, Rosa Damascena Flower Oil*, Pelargonium Graveolens Flower Oil*, Ricinus Communis (Castor) Seed Oil, Viola Odorata Flower/Leaf Extract, Osmanthus Fragrans Flower Extract, Limonene , Rubus Idaeus (Raspberry) Leaf Wax , Hypnea Musciformis (Algae) Extract , Gelidiella Acerosa Extract , Caffeine , Olea Europaea (Olive) Fruit Oil , Dimethicone , Squalane , Arginine , Peg-60 Hydrogenated Castor Oil , Caprylyl Glycol , Trehalose , Sodium Hyaluronate , Carbomer , Hexylene Glycol , Octyldodecanol , Disodium Edta , Potassium Sorbate , Phenoxyethanol * Essential Oil <ILNILN43088> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/43705/skincare/treat/face-masks/flower-fusion/raspberry-refreshing-sheet-mask
FLOWER FUSION™,Lavender Soothing Sheet Mask,"Dry, Normal, Oily","Our Lavender-infused sheet mask instantly soothes to de-stress skin. Made of 100% Bamboo, this super soft mask is fortified with flower wax, a byproduct of essential oil distillation with excellent emollient properties. That makes it great for moisturizing skin. Plus, the exquisite floral and herbal scent of Lavender creates an oasis of calm.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Methyl Gluceth-20 , Lavandula Angustifolia (Lavender) Oil*, Eucalyptus Globulus Leaf Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Ricinus Communis (Castor) Seed Oil, Linalool , Lavandula Angustifolia (Lavender) Flower Wax , Hypnea Musciformis (Algae) Extract , Gelidiella Acerosa Extract , Caffeine , Olea Europaea (Olive) Fruit Oil , Dimethicone , Squalane , Arginine , Peg-60 Hydrogenated Castor Oil , Caprylyl Glycol , Trehalose , Sodium Hyaluronate , Carbomer , Hexylene Glycol , Octyldodecanol , Disodium Edta , Potassium Sorbate , Phenoxyethanol * Essential Oil <ILNILN43033> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/43707/skincare/treat/face-masks/flower-fusion/lavender-soothing-sheet-mask
FLOWER FUSION™,Violet Nourishing Sheet Mask,"Dry, Normal, Oily","Our Violet-infused sheet mask instantly nourishes skin for a supple look and feel. Made of 100% Bamboo, this super soft mask is fortified with flower wax, a byproduct of essential oil distillation with excellent emollient properties. That makes it great for moisturizing skin. Plus, the delicately sweet scent of Violet eases stress to calm body and mind.","Ingredients: Water\Aqua\Eau , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Methyl Gluceth-20 , Cymbopogon Schoenanthus Oil*, Citrus Limon (Lemon) Peel Oil*, Coriandrum Sativum (Coriander) Fruit Oil*, Citrus Aurantifolia (Lime) Oil*, Michelia Alba Flower Oil*, Rosa Damascena Flower Oil*, Vanilla Planifolia Fruit, Ricinus Communis (Castor) Seed Oil, Viola Odorata Flower/Leaf Extract, Vanillin, Triethyl Citrate, Citral, Limonene, Linalool , Hypnea Musciformis (Algae) Extract , Gelidiella Acerosa Extract , Caffeine , Olea Europaea (Olive) Fruit Oil , Dimethicone , Squalane , Arginine , Peg-60 Hydrogenated Castor Oil , Caprylyl Glycol , Trehalose , Sodium Hyaluronate , Carbomer , Hexylene Glycol , Octyldodecanol , Disodium Edta , Potassium Sorbate , Phenoxyethanol * Essential Oil <ILNILN43085> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15346/43706/skincare/treat/face-masks/flower-fusion/violet-nourishing-sheet-mask
ORIGINAL SKIN™,Cleansing Makeup-Removing Jelly with Willowherb,"Dry, Normal, Oily","WHAT IT IS
Watch makeup melt away with this gentle, deep cleansing jelly. This lightweight gel formula transforms into a milky cleanser and rinses easily to leave skin feeling soft, looking positively glowing.

WHAT IT IS FORMULATED TO DO
Dissolves dirt, impurities, excess oil and all traces of eye and face makeup.

WHAT IT IS FORMULATED WITHOUT
Parabens, Phthalates, Propylene Glycol, Mineral Oil, PABA, Petrolatum, Paraffin, DEA, Animal Ingredients*
*except cruelty free Honey & Beeswax","Ingredients: Caprylic/Capric Triglyceride , Helianthus Annuus (Sunflower) Seed Oil , Isopropyl Palmitate , Hydrogenated Polydecene , Ethylhexyl Palmitate , Glycerin , Isononyl Isononanoate , Polyglyceryl-10 Laurate , Water\Aqua\Eau , Polyglyceryl-10 Oleate , Epilobium Angustifolium Flower\Leaf\Stem Extract , Cistus Incanus Flower/Leaf/Stem Extract , Albizia Julibrissin Bark Extract , Polyglyceryl-10 Pentaoleate , Butylene Glycol , Polyglyceryl-6 Distearate , Tocopheryl Acetate , Hydrogenated Lecithin , Peg-7m , Citric Acid , Bht , Sodium Citrate , Disodium Edta , Potassium Sorbate <ILNILN43747> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.origins.com/product/15342/51990/skincare/cleanse/face-wash-and-cleansers/original-skin/cleansing-makeup-removing-jelly-with-willowherb
